,W eco,W soc,K,Recovery rate,Delay for societal,Divorce
5044,0.2,0.0,3.9999999999999982,0.4,6.5,70.40671571071802
5045,0.2,0.0,3.9999999999999982,0.4,7.5,70.91449829770744
5046,0.2,0.0,3.9999999999999982,0.4,8.5,71.65994695781761
5047,0.2,0.0,3.9999999999999982,0.4,9.5,72.20890130041072
5048,0.2,0.0,3.9999999999999982,0.4,10.5,72.46948023067628
5049,0.2,0.0,3.9999999999999982,0.6000000000000001,0.5,83.35039070749583
5050,0.2,0.0,3.9999999999999982,0.6000000000000001,1.5,81.86911438969173
5051,0.2,0.0,3.9999999999999982,0.6000000000000001,2.5,78.63828864892514
5052,0.2,0.0,3.9999999999999982,0.6000000000000001,3.5,82.83877649686167
5053,0.2,0.0,3.9999999999999982,0.6000000000000001,4.5,85.34723092854264
5054,0.2,0.0,3.9999999999999982,0.6000000000000001,5.5,84.79641342296759
5055,0.2,0.0,3.9999999999999982,0.6000000000000001,6.5,83.73826624599667
5056,0.2,0.0,3.9999999999999982,0.6000000000000001,7.5,83.19990378064693
5057,0.2,0.0,3.9999999999999982,0.6000000000000001,8.5,83.11094084996571
5058,0.2,0.0,3.9999999999999982,0.6000000000000001,9.5,83.20148187214681
5059,0.2,0.0,3.9999999999999982,0.6000000000000001,10.5,83.29795488129938
5060,0.2,0.0,3.9999999999999982,0.8,0.5,91.20100727776345
5061,0.2,0.0,3.9999999999999982,0.8,1.5,94.36085374102744
5062,0.2,0.0,3.9999999999999982,0.8,2.5,88.93465291488332
5063,0.2,0.0,3.9999999999999982,0.8,3.5,86.76379050920907
5064,0.2,0.0,3.9999999999999982,0.8,4.5,89.19080977510065
5065,0.2,0.0,3.9999999999999982,0.8,5.5,90.4669428050825
5066,0.2,0.0,3.9999999999999982,0.8,6.5,90.60622797808375
5067,0.2,0.0,3.9999999999999982,0.8,7.5,90.48283912172141
5068,0.2,0.0,3.9999999999999982,0.8,8.5,90.42999677316574
5069,0.2,0.0,3.9999999999999982,0.8,9.5,90.45987333655091
5070,0.2,0.0,3.9999999999999982,0.8,10.5,90.51117132835387
5071,0.2,0.0,3.9999999999999982,1.0,0.5,95.06089809709837
5072,0.2,0.0,3.9999999999999982,1.0,1.5,98.29050161684594
5073,0.2,0.0,3.9999999999999982,1.0,2.5,101.23660509066822
5074,0.2,0.0,3.9999999999999982,1.0,3.5,95.81644339493727
5075,0.2,0.0,3.9999999999999982,1.0,4.5,94.98394411221099
5076,0.2,0.0,3.9999999999999982,1.0,5.5,95.661261555872
5077,0.2,0.0,3.9999999999999982,1.0,6.5,96.0219766464548
5078,0.2,0.0,3.9999999999999982,1.0,7.5,96.12142334713111
5079,0.2,0.0,3.9999999999999982,1.0,8.5,96.16735073232947
5080,0.2,0.0,3.9999999999999982,1.0,9.5,96.22274256410171
5081,0.2,0.0,3.9999999999999982,1.0,10.5,96.27612275801965
5082,0.2,0.2,-4.0,0.0,0.5,0.07939535253769658
5083,0.2,0.2,-4.0,0.0,1.5,0.08958565208876142
5084,0.2,0.2,-4.0,0.0,2.5,0.10097699742361944
5085,0.2,0.2,-4.0,0.0,3.5,0.11373025585642287
5086,0.2,0.2,-4.0,0.0,4.5,0.12799389306699743
5087,0.2,0.2,-4.0,0.0,5.5,0.14388899712337774
5088,0.2,0.2,-4.0,0.0,6.5,0.16146572101604764
5089,0.2,0.2,-4.0,0.0,7.5,0.18066235427018587
5090,0.2,0.2,-4.0,0.0,8.5,0.20129614860982054
5091,0.2,0.2,-4.0,0.0,9.5,0.2230874708877293
5092,0.2,0.2,-4.0,0.0,10.5,0.24569928574500058
5093,0.2,0.2,-4.0,0.2,0.5,97.00855726399708
5094,0.2,0.2,-4.0,0.2,1.5,97.03889932687568
5095,0.2,0.2,-4.0,0.2,2.5,97.0615467297442
5096,0.2,0.2,-4.0,0.2,3.5,97.07577132701822
5097,0.2,0.2,-4.0,0.2,4.5,97.08307027261426
5098,0.2,0.2,-4.0,0.2,5.5,97.07611332920943
5099,0.2,0.2,-4.0,0.2,6.5,97.04016515697298
5100,0.2,0.2,-4.0,0.2,7.5,96.96719959498132
5101,0.2,0.2,-4.0,0.2,8.5,96.8584009626403
5102,0.2,0.2,-4.0,0.2,9.5,96.71839794866877
5103,0.2,0.2,-4.0,0.2,10.5,96.55126580669491
5104,0.2,0.2,-4.0,0.4,0.5,120.95429165152669
5105,0.2,0.2,-4.0,0.4,1.5,120.9324072234817
5106,0.2,0.2,-4.0,0.4,2.5,120.91147236190943
5107,0.2,0.2,-4.0,0.4,3.5,120.89162225831164
5108,0.2,0.2,-4.0,0.4,4.5,120.87844111082825
5109,0.2,0.2,-4.0,0.4,5.5,120.88884048335161
5110,0.2,0.2,-4.0,0.4,6.5,120.91312369929668
5111,0.2,0.2,-4.0,0.4,7.5,120.91347138561207
5112,0.2,0.2,-4.0,0.4,8.5,120.86044751843937
5113,0.2,0.2,-4.0,0.4,9.5,120.74485120771044
5114,0.2,0.2,-4.0,0.4,10.5,120.57073001938392
5115,0.2,0.2,-4.0,0.6000000000000001,0.5,127.57517617421537
5116,0.2,0.2,-4.0,0.6000000000000001,1.5,127.57682978996695
5117,0.2,0.2,-4.0,0.6000000000000001,2.5,127.57313435764358
5118,0.2,0.2,-4.0,0.6000000000000001,3.5,127.54491444307287
5119,0.2,0.2,-4.0,0.6000000000000001,4.5,127.47506809872763
5120,0.2,0.2,-4.0,0.6000000000000001,5.5,127.36285720375656
5121,0.2,0.2,-4.0,0.6000000000000001,6.5,127.26272993849649
5122,0.2,0.2,-4.0,0.6000000000000001,7.5,127.1924237606972
5123,0.2,0.2,-4.0,0.6000000000000001,8.5,127.13189333939526
5124,0.2,0.2,-4.0,0.6000000000000001,9.5,127.05796996783667
5125,0.2,0.2,-4.0,0.6000000000000001,10.5,126.95786220951896
5126,0.2,0.2,-4.0,0.8,0.5,129.29801884158897
5127,0.2,0.2,-4.0,0.8,1.5,129.3075845107653
5128,0.2,0.2,-4.0,0.8,2.5,129.40053620368053
5129,0.2,0.2,-4.0,0.8,3.5,129.50358057371972
5130,0.2,0.2,-4.0,0.8,4.5,129.6103663042544
5131,0.2,0.2,-4.0,0.8,5.5,129.62693824639948
5132,0.2,0.2,-4.0,0.8,6.5,129.56186528659478
5133,0.2,0.2,-4.0,0.8,7.5,129.47677721890886
5134,0.2,0.2,-4.0,0.8,8.5,129.40074451088793
5135,0.2,0.2,-4.0,0.8,9.5,129.33438639911705
5136,0.2,0.2,-4.0,0.8,10.5,129.27005719791836
5137,0.2,0.2,-4.0,1.0,0.5,129.98262060572426
5138,0.2,0.2,-4.0,1.0,1.5,129.88083991132063
5139,0.2,0.2,-4.0,1.0,2.5,129.85076262341767
5140,0.2,0.2,-4.0,1.0,3.5,129.86536349379696
5141,0.2,0.2,-4.0,1.0,4.5,130.0004309084023
5142,0.2,0.2,-4.0,1.0,5.5,130.17107278212822
5143,0.2,0.2,-4.0,1.0,6.5,130.26905100562132
5144,0.2,0.2,-4.0,1.0,7.5,130.302376162668
5145,0.2,0.2,-4.0,1.0,8.5,130.30789846715896
5146,0.2,0.2,-4.0,1.0,9.5,130.30706480255316
5147,0.2,0.2,-4.0,1.0,10.5,130.3069392411853
5148,0.2,0.2,-3.2,0.0,0.5,0.0958660278655434
5149,0.2,0.2,-3.2,0.0,1.5,0.10836497605490254
5150,0.2,0.2,-3.2,0.0,2.5,0.12231304900963248
5151,0.2,0.2,-3.2,0.0,3.5,0.13789697459107642
5152,0.2,0.2,-3.2,0.0,4.5,0.15528310868192816
5153,0.2,0.2,-3.2,0.0,5.5,0.17459358643813716
5154,0.2,0.2,-3.2,0.0,6.5,0.19585738495819766
5155,0.2,0.2,-3.2,0.0,7.5,0.21896828602540977
5156,0.2,0.2,-3.2,0.0,8.5,0.24368009344770727
5157,0.2,0.2,-3.2,0.0,9.5,0.26963888584727697
5158,0.2,0.2,-3.2,0.0,10.5,0.2964311691127613
5159,0.2,0.2,-3.2,0.2,0.5,94.91605614914037
5160,0.2,0.2,-3.2,0.2,1.5,94.94714384479873
5161,0.2,0.2,-3.2,0.2,2.5,94.96795684456258
5162,0.2,0.2,-3.2,0.2,3.5,94.9805791078214
5163,0.2,0.2,-3.2,0.2,4.5,94.98777797036364
5164,0.2,0.2,-3.2,0.2,5.5,94.98157378699165
5165,0.2,0.2,-3.2,0.2,6.5,94.94545527961962
5166,0.2,0.2,-3.2,0.2,7.5,94.87059284349161
5167,0.2,0.2,-3.2,0.2,8.5,94.75898396594691
5168,0.2,0.2,-3.2,0.2,9.5,94.61674072017934
5169,0.2,0.2,-3.2,0.2,10.5,94.44917509167398
5170,0.2,0.2,-3.2,0.4,0.5,116.81430617559272
5171,0.2,0.2,-3.2,0.4,1.5,116.7964019342762
5172,0.2,0.2,-3.2,0.4,2.5,116.77604150204057
5173,0.2,0.2,-3.2,0.4,3.5,116.75529080459174
5174,0.2,0.2,-3.2,0.4,4.5,116.74537210381378
5175,0.2,0.2,-3.2,0.4,5.5,116.76553242208308
5176,0.2,0.2,-3.2,0.4,6.5,116.80490576712927
5177,0.2,0.2,-3.2,0.4,7.5,116.82555325520602
5178,0.2,0.2,-3.2,0.4,8.5,116.79882341866933
5179,0.2,0.2,-3.2,0.4,9.5,116.71591756924433
5180,0.2,0.2,-3.2,0.4,10.5,116.58054364127338
5181,0.2,0.2,-3.2,0.6000000000000001,0.5,123.04622117694677
5182,0.2,0.2,-3.2,0.6000000000000001,1.5,123.03773734498847
5183,0.2,0.2,-3.2,0.6000000000000001,2.5,123.03430873938038
5184,0.2,0.2,-3.2,0.6000000000000001,3.5,123.00203041523507
5185,0.2,0.2,-3.2,0.6000000000000001,4.5,122.92498852134358
5186,0.2,0.2,-3.2,0.6000000000000001,5.5,122.82030224787202
5187,0.2,0.2,-3.2,0.6000000000000001,6.5,122.74125722477424
5188,0.2,0.2,-3.2,0.6000000000000001,7.5,122.69886995298965
5189,0.2,0.2,-3.2,0.6000000000000001,8.5,122.67101340365832
5190,0.2,0.2,-3.2,0.6000000000000001,9.5,122.63477453041472
5191,0.2,0.2,-3.2,0.6000000000000001,10.5,122.57745975312153
5192,0.2,0.2,-3.2,0.8,0.5,125.0519740794033
5193,0.2,0.2,-3.2,0.8,1.5,125.06386489054255
5194,0.2,0.2,-3.2,0.8,2.5,125.14756665625174
5195,0.2,0.2,-3.2,0.8,3.5,125.25228826596924
5196,0.2,0.2,-3.2,0.8,4.5,125.34011566716514
5197,0.2,0.2,-3.2,0.8,5.5,125.33912979839008
5198,0.2,0.2,-3.2,0.8,6.5,125.27624941235882
5199,0.2,0.2,-3.2,0.8,7.5,125.20740393248728
5200,0.2,0.2,-3.2,0.8,8.5,125.15437848245648
5201,0.2,0.2,-3.2,0.8,9.5,125.11484689140703
5202,0.2,0.2,-3.2,0.8,10.5,125.08040464340608
5203,0.2,0.2,-3.2,1.0,0.5,126.14022860719592
5204,0.2,0.2,-3.2,1.0,1.5,126.093353502471
5205,0.2,0.2,-3.2,1.0,2.5,126.06283742588506
5206,0.2,0.2,-3.2,1.0,3.5,126.0983986625058
5207,0.2,0.2,-3.2,1.0,4.5,126.2399215801399
5208,0.2,0.2,-3.2,1.0,5.5,126.38676669596532
5209,0.2,0.2,-3.2,1.0,6.5,126.4632251631895
5210,0.2,0.2,-3.2,1.0,7.5,126.48805778448569
5211,0.2,0.2,-3.2,1.0,8.5,126.49467967368672
5212,0.2,0.2,-3.2,1.0,9.5,126.50048728871602
5213,0.2,0.2,-3.2,1.0,10.5,126.51042023018144
5214,0.2,0.2,-2.4000000000000004,0.0,0.5,0.133333063548296
5215,0.2,0.2,-2.4000000000000004,0.0,1.5,0.14984665378146625
5216,0.2,0.2,-2.4000000000000004,0.0,2.5,0.16810438215394755
5217,0.2,0.2,-2.4000000000000004,0.0,3.5,0.18830027029947916
5218,0.2,0.2,-2.4000000000000004,0.0,4.5,0.21058927389856263
5219,0.2,0.2,-2.4000000000000004,0.0,5.5,0.23505324887698867
5220,0.2,0.2,-2.4000000000000004,0.0,6.5,0.26164983301109346
5221,0.2,0.2,-2.4000000000000004,0.0,7.5,0.29017526089904305
5222,0.2,0.2,-2.4000000000000004,0.0,8.5,0.32027097568603324
5223,0.2,0.2,-2.4000000000000004,0.0,9.5,0.3514703118157021
5224,0.2,0.2,-2.4000000000000004,0.0,10.5,0.3832593244119632
5225,0.2,0.2,-2.4000000000000004,0.2,0.5,91.88532998466867
5226,0.2,0.2,-2.4000000000000004,0.2,1.5,91.91486007801446
5227,0.2,0.2,-2.4000000000000004,0.2,2.5,91.93327422624193
5228,0.2,0.2,-2.4000000000000004,0.2,3.5,91.9445783698244
5229,0.2,0.2,-2.4000000000000004,0.2,4.5,91.95189347596644
5230,0.2,0.2,-2.4000000000000004,0.2,5.5,91.94683427066678
5231,0.2,0.2,-2.4000000000000004,0.2,6.5,91.91337714279123
5232,0.2,0.2,-2.4000000000000004,0.2,7.5,91.84405302110726
5233,0.2,0.2,-2.4000000000000004,0.2,8.5,91.74212886634659
5234,0.2,0.2,-2.4000000000000004,0.2,9.5,91.61433315027165
5235,0.2,0.2,-2.4000000000000004,0.2,10.5,91.46592549020154
5236,0.2,0.2,-2.4000000000000004,0.4,0.5,111.97801798461649
5237,0.2,0.2,-2.4000000000000004,0.4,1.5,111.96053799014261
5238,0.2,0.2,-2.4000000000000004,0.4,2.5,111.94245173202627
5239,0.2,0.2,-2.4000000000000004,0.4,3.5,111.92294460091662
5240,0.2,0.2,-2.4000000000000004,0.4,4.5,111.91845315364382
5241,0.2,0.2,-2.4000000000000004,0.4,5.5,111.94872328570574
5242,0.2,0.2,-2.4000000000000004,0.4,6.5,112.00055299487934
5243,0.2,0.2,-2.4000000000000004,0.4,7.5,112.0388316226934
5244,0.2,0.2,-2.4000000000000004,0.4,8.5,112.03892518122603
5245,0.2,0.2,-2.4000000000000004,0.4,9.5,111.99366482722922
5246,0.2,0.2,-2.4000000000000004,0.4,10.5,111.9060513447256
5247,0.2,0.2,-2.4000000000000004,0.6000000000000001,0.5,118.2214080154951
5248,0.2,0.2,-2.4000000000000004,0.6000000000000001,1.5,118.19995856610608
5249,0.2,0.2,-2.4000000000000004,0.6000000000000001,2.5,118.19158106700833
5250,0.2,0.2,-2.4000000000000004,0.6000000000000001,3.5,118.15519295234111
5251,0.2,0.2,-2.4000000000000004,0.6000000000000001,4.5,118.07544365228989
5252,0.2,0.2,-2.4000000000000004,0.6000000000000001,5.5,117.98429459831662
5253,0.2,0.2,-2.4000000000000004,0.6000000000000001,6.5,117.92796419570371
5254,0.2,0.2,-2.4000000000000004,0.6000000000000001,7.5,117.9097009603997
5255,0.2,0.2,-2.4000000000000004,0.6000000000000001,8.5,117.90775800317047
5256,0.2,0.2,-2.4000000000000004,0.6000000000000001,9.5,117.90199840670995
5257,0.2,0.2,-2.4000000000000004,0.6000000000000001,10.5,117.88126072352443
5258,0.2,0.2,-2.4000000000000004,0.8,0.5,120.69655972318287
5259,0.2,0.2,-2.4000000000000004,0.8,1.5,120.72852115797686
5260,0.2,0.2,-2.4000000000000004,0.8,2.5,120.80153960955269
5261,0.2,0.2,-2.4000000000000004,0.8,3.5,120.89754460691843
5262,0.2,0.2,-2.4000000000000004,0.8,4.5,120.95897727680608
5263,0.2,0.2,-2.4000000000000004,0.8,5.5,120.94095255568084
5264,0.2,0.2,-2.4000000000000004,0.8,6.5,120.88233315408257
5265,0.2,0.2,-2.4000000000000004,0.8,7.5,120.82872808710746
5266,0.2,0.2,-2.4000000000000004,0.8,8.5,120.79423740268079
5267,0.2,0.2,-2.4000000000000004,0.8,9.5,120.7747958258419
5268,0.2,0.2,-2.4000000000000004,0.8,10.5,120.76246608885288
5269,0.2,0.2,-2.4000000000000004,1.0,0.5,122.29833694261286
5270,0.2,0.2,-2.4000000000000004,1.0,1.5,122.29656487355822
5271,0.2,0.2,-2.4000000000000004,1.0,2.5,122.2800793906533
5272,0.2,0.2,-2.4000000000000004,1.0,3.5,122.33564857986808
5273,0.2,0.2,-2.4000000000000004,1.0,4.5,122.46975612805991
5274,0.2,0.2,-2.4000000000000004,1.0,5.5,122.58387296454046
5275,0.2,0.2,-2.4000000000000004,1.0,6.5,122.63561686387987
5276,0.2,0.2,-2.4000000000000004,1.0,7.5,122.64974202701329
5277,0.2,0.2,-2.4000000000000004,1.0,8.5,122.65395533332644
5278,0.2,0.2,-2.4000000000000004,1.0,9.5,122.66128883324062
5279,0.2,0.2,-2.4000000000000004,1.0,10.5,122.67492131034824
5280,0.2,0.2,-1.6000000000000005,0.0,0.5,0.23173698148617172
5281,0.2,0.2,-1.6000000000000005,0.0,1.5,0.2551214967536295
5282,0.2,0.2,-1.6000000000000005,0.0,2.5,0.2803957749114127
5283,0.2,0.2,-1.6000000000000005,0.0,3.5,0.30769584747020023
5284,0.2,0.2,-1.6000000000000005,0.0,4.5,0.33708760460296106
5285,0.2,0.2,-1.6000000000000005,0.0,5.5,0.3685284140384032
5286,0.2,0.2,-1.6000000000000005,0.0,6.5,0.4018241742339213
5287,0.2,0.2,-1.6000000000000005,0.0,7.5,0.4366080809380506
5288,0.2,0.2,-1.6000000000000005,0.0,8.5,0.47236886994539273
5289,0.2,0.2,-1.6000000000000005,0.0,9.5,0.508518585870702
5290,0.2,0.2,-1.6000000000000005,0.0,10.5,0.5444668093897717
5291,0.2,0.2,-1.6000000000000005,0.2,0.5,87.74342541195742
5292,0.2,0.2,-1.6000000000000005,0.2,1.5,87.76963832480288
5293,0.2,0.2,-1.6000000000000005,0.2,2.5,87.78609733156384
5294,0.2,0.2,-1.6000000000000005,0.2,3.5,87.79608165877917
5295,0.2,0.2,-1.6000000000000005,0.2,4.5,87.80197035775083
5296,0.2,0.2,-1.6000000000000005,0.2,5.5,87.79661172411988
5297,0.2,0.2,-1.6000000000000005,0.2,6.5,87.76878895357123
5298,0.2,0.2,-1.6000000000000005,0.2,7.5,87.71537533620906
5299,0.2,0.2,-1.6000000000000005,0.2,8.5,87.6407277052418
5300,0.2,0.2,-1.6000000000000005,0.2,9.5,87.55021184460426
5301,0.2,0.2,-1.6000000000000005,0.2,10.5,87.44688039630034
5302,0.2,0.2,-1.6000000000000005,0.4,0.5,106.62091050776922
5303,0.2,0.2,-1.6000000000000005,0.4,1.5,106.5987223864058
5304,0.2,0.2,-1.6000000000000005,0.4,2.5,106.583870639589
5305,0.2,0.2,-1.6000000000000005,0.4,3.5,106.57089717484662
5306,0.2,0.2,-1.6000000000000005,0.4,4.5,106.57511347917047
5307,0.2,0.2,-1.6000000000000005,0.4,5.5,106.61039908112008
5308,0.2,0.2,-1.6000000000000005,0.4,6.5,106.66229273251405
5309,0.2,0.2,-1.6000000000000005,0.4,7.5,106.7044476057287
5310,0.2,0.2,-1.6000000000000005,0.4,8.5,106.72069166481842
5311,0.2,0.2,-1.6000000000000005,0.4,9.5,106.70694901513909
5312,0.2,0.2,-1.6000000000000005,0.4,10.5,106.66521023005134
5313,0.2,0.2,-1.6000000000000005,0.6000000000000001,0.5,113.22997072900016
5314,0.2,0.2,-1.6000000000000005,0.6000000000000001,1.5,113.20542901479381
5315,0.2,0.2,-1.6000000000000005,0.6000000000000001,2.5,113.1864465048056
5316,0.2,0.2,-1.6000000000000005,0.6000000000000001,3.5,113.14551395127248
5317,0.2,0.2,-1.6000000000000005,0.6000000000000001,4.5,113.07393487071893
5318,0.2,0.2,-1.6000000000000005,0.6000000000000001,5.5,113.0062896596723
5319,0.2,0.2,-1.6000000000000005,0.6000000000000001,6.5,112.97295234192016
5320,0.2,0.2,-1.6000000000000005,0.6000000000000001,7.5,112.97061430495194
5321,0.2,0.2,-1.6000000000000005,0.6000000000000001,8.5,112.98202708866144
5322,0.2,0.2,-1.6000000000000005,0.6000000000000001,9.5,112.99293258424109
5323,0.2,0.2,-1.6000000000000005,0.6000000000000001,10.5,112.99537666422991
5324,0.2,0.2,-1.6000000000000005,0.8,0.5,116.31642243773136
5325,0.2,0.2,-1.6000000000000005,0.8,1.5,116.37629604212805
5326,0.2,0.2,-1.6000000000000005,0.8,2.5,116.44144205667513
5327,0.2,0.2,-1.6000000000000005,0.8,3.5,116.5143321040916
5328,0.2,0.2,-1.6000000000000005,0.8,4.5,116.54408471079805
5329,0.2,0.2,-1.6000000000000005,0.8,5.5,116.51571171017865
5330,0.2,0.2,-1.6000000000000005,0.8,6.5,116.46747632300779
5331,0.2,0.2,-1.6000000000000005,0.8,7.5,116.42960314559056
5332,0.2,0.2,-1.6000000000000005,0.8,8.5,116.40908911953116
5333,0.2,0.2,-1.6000000000000005,0.8,9.5,116.40188211222674
5334,0.2,0.2,-1.6000000000000005,0.8,10.5,116.40196314864116
5335,0.2,0.2,-1.6000000000000005,1.0,0.5,118.53318328966472
5336,0.2,0.2,-1.6000000000000005,1.0,1.5,118.54432244894876
5337,0.2,0.2,-1.6000000000000005,1.0,2.5,118.55309363210301
5338,0.2,0.2,-1.6000000000000005,1.0,3.5,118.62173520544735
5339,0.2,0.2,-1.6000000000000005,1.0,4.5,118.7298130282615
5340,0.2,0.2,-1.6000000000000005,1.0,5.5,118.80439675271951
5341,0.2,0.2,-1.6000000000000005,1.0,6.5,118.83212119465124
5342,0.2,0.2,-1.6000000000000005,1.0,7.5,118.83649585799246
5343,0.2,0.2,-1.6000000000000005,1.0,8.5,118.83702772040351
5344,0.2,0.2,-1.6000000000000005,1.0,9.5,118.84222414701163
5345,0.2,0.2,-1.6000000000000005,1.0,10.5,118.85396139171334
5346,0.2,0.2,-0.8000000000000007,0.0,0.5,0.5236333464637841
5347,0.2,0.2,-0.8000000000000007,0.0,1.5,0.553032508467186
5348,0.2,0.2,-0.8000000000000007,0.0,2.5,0.5835609248461286
5349,0.2,0.2,-0.8000000000000007,0.0,3.5,0.6152054719024207
5350,0.2,0.2,-0.8000000000000007,0.0,4.5,0.6478781088217824
5351,0.2,0.2,-0.8000000000000007,0.0,5.5,0.6813902201797233
5352,0.2,0.2,-0.8000000000000007,0.0,6.5,0.7154277489305343
5353,0.2,0.2,-0.8000000000000007,0.0,7.5,0.7495508843084389
5354,0.2,0.2,-0.8000000000000007,0.0,8.5,0.7832428992675214
5355,0.2,0.2,-0.8000000000000007,0.0,9.5,0.8159874068630987
5356,0.2,0.2,-0.8000000000000007,0.0,10.5,0.8473354882530657
5357,0.2,0.2,-0.8000000000000007,0.2,0.5,82.56595584877618
5358,0.2,0.2,-0.8000000000000007,0.2,1.5,82.58559058219427
5359,0.2,0.2,-0.8000000000000007,0.2,2.5,82.59985752647837
5360,0.2,0.2,-0.8000000000000007,0.2,3.5,82.60765721774126
5361,0.2,0.2,-0.8000000000000007,0.2,4.5,82.60849991902735
5362,0.2,0.2,-0.8000000000000007,0.2,5.5,82.59937799668774
5363,0.2,0.2,-0.8000000000000007,0.2,6.5,82.57858955052185
5364,0.2,0.2,-0.8000000000000007,0.2,7.5,82.54876924641493
5365,0.2,0.2,-0.8000000000000007,0.2,8.5,82.51376317447253
5366,0.2,0.2,-0.8000000000000007,0.2,9.5,82.47542293632705
5367,0.2,0.2,-0.8000000000000007,0.2,10.5,82.43324209498954
5368,0.2,0.2,-0.8000000000000007,0.4,0.5,101.00531537681825
5369,0.2,0.2,-0.8000000000000007,0.4,1.5,100.98011612472439
5370,0.2,0.2,-0.8000000000000007,0.4,2.5,100.96718892076407
5371,0.2,0.2,-0.8000000000000007,0.4,3.5,100.96485739027119
5372,0.2,0.2,-0.8000000000000007,0.4,4.5,100.97813167608436
5373,0.2,0.2,-0.8000000000000007,0.4,5.5,101.00709963142857
5374,0.2,0.2,-0.8000000000000007,0.4,6.5,101.04037058495254
5375,0.2,0.2,-0.8000000000000007,0.4,7.5,101.06649219932159
5376,0.2,0.2,-0.8000000000000007,0.4,8.5,101.08047778296086
5377,0.2,0.2,-0.8000000000000007,0.4,9.5,101.0818335532783
5378,0.2,0.2,-0.8000000000000007,0.4,10.5,101.07145951418596
5379,0.2,0.2,-0.8000000000000007,0.6000000000000001,0.5,108.19312625524013
5380,0.2,0.2,-0.8000000000000007,0.6000000000000001,1.5,108.18378777804242
5381,0.2,0.2,-0.8000000000000007,0.6000000000000001,2.5,108.1596784952221
5382,0.2,0.2,-0.8000000000000007,0.6000000000000001,3.5,108.12072820800307
5383,0.2,0.2,-0.8000000000000007,0.6000000000000001,4.5,108.07404463572246
5384,0.2,0.2,-0.8000000000000007,0.6000000000000001,5.5,108.04021354528967
5385,0.2,0.2,-0.8000000000000007,0.6000000000000001,6.5,108.02803870239794
5386,0.2,0.2,-0.8000000000000007,0.6000000000000001,7.5,108.03172856256471
5387,0.2,0.2,-0.8000000000000007,0.6000000000000001,8.5,108.04245938242447
5388,0.2,0.2,-0.8000000000000007,0.6000000000000001,9.5,108.05393135158644
5389,0.2,0.2,-0.8000000000000007,0.6000000000000001,10.5,108.06253839618026
5390,0.2,0.2,-0.8000000000000007,0.8,0.5,112.00914953325918
5391,0.2,0.2,-0.8000000000000007,0.8,1.5,112.07177702322291
5392,0.2,0.2,-0.8000000000000007,0.8,2.5,112.12559679580251
5393,0.2,0.2,-0.8000000000000007,0.8,3.5,112.16300241946765
5394,0.2,0.2,-0.8000000000000007,0.8,4.5,112.16487292979235
5395,0.2,0.2,-0.8000000000000007,0.8,5.5,112.13994765412795
5396,0.2,0.2,-0.8000000000000007,0.8,6.5,112.111331229905
5397,0.2,0.2,-0.8000000000000007,0.8,7.5,112.09134698499332
5398,0.2,0.2,-0.8000000000000007,0.8,8.5,112.08168481283329
5399,0.2,0.2,-0.8000000000000007,0.8,9.5,112.0799618100192
5400,0.2,0.2,-0.8000000000000007,0.8,10.5,112.08318654242252
5401,0.2,0.2,-0.8000000000000007,1.0,0.5,114.90750387265906
5402,0.2,0.2,-0.8000000000000007,1.0,1.5,114.90049233560771
5403,0.2,0.2,-0.8000000000000007,1.0,2.5,114.92689230252743
5404,0.2,0.2,-0.8000000000000007,1.0,3.5,114.9873939174015
5405,0.2,0.2,-0.8000000000000007,1.0,4.5,115.04937281789164
5406,0.2,0.2,-0.8000000000000007,1.0,5.5,115.08272398635947
5407,0.2,0.2,-0.8000000000000007,1.0,6.5,115.09162988282712
5408,0.2,0.2,-0.8000000000000007,1.0,7.5,115.09048345431634
5409,0.2,0.2,-0.8000000000000007,1.0,8.5,115.08880084241633
5410,0.2,0.2,-0.8000000000000007,1.0,9.5,115.09061079113036
5411,0.2,0.2,-0.8000000000000007,1.0,10.5,115.0968393329325
5412,0.2,0.2,-8.881784197001252e-16,0.0,0.5,1.3379645919947714
5413,0.2,0.2,-8.881784197001252e-16,0.0,1.5,1.3379645919947714
5414,0.2,0.2,-8.881784197001252e-16,0.0,2.5,1.3379645919947714
5415,0.2,0.2,-8.881784197001252e-16,0.0,3.5,1.3379645919947714
5416,0.2,0.2,-8.881784197001252e-16,0.0,4.5,1.3379645919947714
5417,0.2,0.2,-8.881784197001252e-16,0.0,5.5,1.3379645919947714
5418,0.2,0.2,-8.881784197001252e-16,0.0,6.5,1.3379645919947714
5419,0.2,0.2,-8.881784197001252e-16,0.0,7.5,1.3379645919947714
5420,0.2,0.2,-8.881784197001252e-16,0.0,8.5,1.3379645919947714
5421,0.2,0.2,-8.881784197001252e-16,0.0,9.5,1.3379645919947714
5422,0.2,0.2,-8.881784197001252e-16,0.0,10.5,1.3379645919947714
5423,0.2,0.2,-8.881784197001252e-16,0.2,0.5,76.75689240268642
5424,0.2,0.2,-8.881784197001252e-16,0.2,1.5,76.75689240268642
5425,0.2,0.2,-8.881784197001252e-16,0.2,2.5,76.75689240268639
5426,0.2,0.2,-8.881784197001252e-16,0.2,3.5,76.75689240268639
5427,0.2,0.2,-8.881784197001252e-16,0.2,4.5,76.75689240268639
5428,0.2,0.2,-8.881784197001252e-16,0.2,5.5,76.75689240268639
